,name,experience,employment,created_at,selary,address,type,schedule,work_schedule_by_days,working_hours
126707325,Менеджер (оператор 1С),Нет опыта,Полная занятость,2025-10-20 T10:20:50,46600-46600 RUR,"Воронеж, Московский проспект, 44А",Открытая,Полный день,5/2,8 часов
126806213,Оператор производственной линии,От 1 года до 3 лет,Полная занятость,2025-10-22 T09:27:31,80000-150000 RUR,"Щёлково, Фабричная улица, 1с7",Открытая,Сменный график,2/2,11 часов
126895387,Оператор Телескопического Трапа,От 1 года до 3 лет,Полная занятость,2025-10-24 T08:23:45,Не указано,"Алматы, улица Майлина, 2",Открытая,Сменный график,2/2,12 часов
126906820,Оператор по работе с клиентами,Нет опыта,Полная занятость,2025-10-24 T11:34:03,65000-75000 RUR,"Москва, Варшавское шоссе, 125с1",Открытая,Полный день,5/2,8 часов
125848503,Оператор call-центра,От 1 года до 3 лет,Полная занятость,2025-10-23 T15:42:19,80000-None RUR,Не указано,Открытая,Удаленная работа,5/2,8 часов
126053128,"Оператор колл-центра в ресторан ""Pivaldi"" (г. Химки, д. Юрлово)",Нет опыта,Полная занятость,2025-10-02 T10:44:34,4000-None RUR,"деревня Юрлово, 1А",Открытая,Гибкий график,6/1,12 часов
126376718,Оператор станков с ЧПУ,От 1 года до 3 лет,Полная занятость,2025-10-09 T21:42:55,90000-120000 RUR,Не указано,Открытая,Полный день,2/2,8 часов
126386063,Оператор доставки кафе B.For,От 1 года до 3 лет,Полная занятость,2025-10-10 T09:33:39,300000-None KZT,"Уральск, проспект Абая, 187",Открытая,Сменный график,2/2,Другое
126550406,Оператор производственной линии,От 1 года до 3 лет,Полная занятость,2025-10-22 T11:27:02,100000-150000 RUR,городской посёлок Форносово,Открытая,Полный день,5/2,8 часов
126657511,Оператор,Нет опыта,Полная занятость,2025-10-17 T14:26:11,None-39000 RUR,"Зеленоград, проезд № 4801, 7с7",Открытая,Полный день,5/2,4 часа
126896959,Оператор станков с ЧПУ,От 1 года до 3 лет,Полная занятость,2025-10-24 T09:06:07,60000-70000 RUR,"Тольятти, Базовая улица, 1с3",Открытая,Полный день,5/2,8 часов
126900123,Оператор call-центра,От 1 года до 3 лет,Полная занятость,2025-10-24 T09:52:04,50000-50000 RUR,"Челябинск, улица Курчатова, 28А",Открытая,Удаленная работа,2/2,Другое
126920282,Оператор ПК,От 1 года до 3 лет,Полная занятость,2025-10-24 T15:53:27,33000-None RUR,"Тамбов, Бастионная улица, 23А",Открытая,Полный день,5/2,8 часов
123954049,Оператор на производство,От 1 года до 3 лет,Полная занятость,2025-10-11 T17:51:11,115000-None RUR,"Боровский район, индустриальный парк Ворсино, Промышленный проезд, вл2",Открытая,Сменный график,2/2,12 часов
124244557,Оператор по видеонаблюдению,Нет опыта,Полная занятость,2025-10-22 T11:15:17,70000-80000 RUR,"Санкт-Петербург, набережная Крюкова канала, 25",Открытая,Сменный график,2/2,12 часов
125343660,Оператор на производство,Нет опыта,Полная занятость,2025-10-20 T09:21:59,75000-None RUR,Не указано,Открытая,Полный день,Другое,12 часов
126052855,Оператор ПК/Оператор базы данных 1С,От 1 года до 3 лет,Полная занятость,2025-10-02 T10:40:33,55000-60000 RUR,"Рязань, улица Островского, 101",Открытая,Полный день,5/2,8 часов
126351026,Оператор ПК/Оператор базы данных,От 1 года до 3 лет,Полная занятость,2025-10-24 T11:20:45,60000-70000 RUR,"Казань, Советский район, жилой массив Константиновка, Заречная улица, 3Г",Открытая,Полный день,5/2,8 часов
126721066,Бухгалтер-оператор,От 1 года до 3 лет,Полная занятость,2025-10-23 T11:36:39,100000-None RUR,"Москва, Профсоюзная улица, 88/20",Открытая,Полный день,5/2,8 часов
126722950,Оператор механизированных и автоматизированных складов,Нет опыта,Полная занятость,2025-10-20 T11:56:05,65000-None RUR,"Тольятти, ул. Борковская, д. 80",Открытая,Полный день,5/2,8 часов
126769663,Оператор 1С\Менеджер по работе с клиентами,Нет опыта,Полная занятость,2025-10-24 T11:28:30,45000-60000 RUR,"Тверь, Старицкое шоссе, 17к5",Открытая,Полный день,5/2,8 часов
126796671,Оператор пункта выдачи заказов,Нет опыта,Полная занятость,2025-10-21 T20:31:49,1500-2500 RUR,Не указано,Открытая,Гибкий график,5/2,12 часов
126884519,Оператор 1С,Нет опыта,Полная занятость,2025-10-23 T16:17:19,55000-None RUR,"Симферополь, Московское шоссе, 11-й километр",Открытая,Полный день,Другое,Другое
126387389,Оператор по учету данных / оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-10 T09:57:54,75000-80000 RUR,Неклиновский район,Открытая,Сменный график,2/2,12 часов
126451587,Оператор ПК/Оператор базы данных,От 1 года до 3 лет,Полная занятость,2025-10-13 T10:13:38,50000-70000 RUR,Не указано,Анонимная,Полный день,5/2,8 часов
126706275,Оператор call-центра,Нет опыта,Полная занятость,2025-10-20 T10:15:04,50000-None RUR,"Санкт-Петербург, улица Яблочкова, 11",Открытая,Сменный график,2/2,12 часов
126741070,Оператор ПК/Оператор базы данных,От 1 года до 3 лет,Полная занятость,2025-10-23 T16:08:15,60000-None RUR,"посёлок Шушары, Московское шоссе, 113к2с2",Открытая,Сменный график,3/3,12 часов
126778446,Менеджер по работе с клиентами/Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-21 T13:30:11,40000-60000 RUR,"Тюмень, улица Пермякова, 1Б",Открытая,Полный день,5/2,8 часов
126781313,Оператор ПК,Нет опыта,Полная занятость,2025-10-21 T14:19:01,50000-50000 RUR,"Ростов-на-Дону, улица Юго-восточная промзона, 10",Открытая,Полный день,Другое,Другое
126850955,Оператор оборудования (термопластавтомат),Нет опыта,Полная занятость,2025-10-23 T09:48:29,90000-100000 RUR,"Казань, улица Салиха Сайдашева, 12к1",Открытая,Сменный график,2/2,12 часов
126879677,Оператор установки,От 1 года до 3 лет,Полная занятость,2025-10-23 T14:54:29,80000-None RUR,"Тихорецк, Парковая улица, 45",Открытая,Сменный график,2/2,12 часов
126388087,Оператор производственной линии,Нет опыта,Полная занятость,2025-10-25 T10:08:08,70000-90000 RUR,"Томск, микрорайон Черемошники, Нижне-Луговая улица, 12с7",Открытая,Полный день,5/2,10 часов
126459577,Оператор станков с ЧПУ,От 1 года до 3 лет,Полная занятость,2025-10-23 T08:57:38,90000-120000 RUR,"Челябинск, Троицкий тракт, 20Б",Открытая,Сменный график,2/2,12 часов
126698897,Оператор линии по обработке цветных металлов (НОВЫЙ ПРОКАТНЫЙ КОМПЛЕКС),Нет опыта,Полная занятость,2025-10-20 T08:31:52,56052-111517 RUR,"Каменск-Уральский, Заводская улица, 5",Открытая,Сменный график,2/2,12 часов
126750688,Оператор call-центра,Нет опыта,Частичная занятость,2025-10-20 T19:38:30,700-None BYR,"Минск, проспект Дзержинского, 5",Открытая,Полный день,Другое,11 часов
126887561,"Сотрудник производства, механик, оператор ЧПУ",От 1 года до 3 лет,Полная занятость,2025-10-23 T17:26:56,Не указано,Не указано,Открытая,Полный день,5/2,8 часов
126887779,Специалист в группу клиентских обращений (оператор на телефоне),От 1 года до 3 лет,Полная занятость,2025-10-23 T17:33:32,75000-90000 RUR,"Москва, Новоалексеевская улица, 16с5",Открытая,Удаленная работа,5/2,8 часов
126899584,Оператор ПЭВМ,От 1 года до 3 лет,Полная занятость,2025-10-24 T09:46:46,70000-75000 RUR,"Емельяновский муниципальный округ, территория Енисейский Тракт, 18-й километр, 10",Открытая,Полный день,5/2,8 часов
123246524,"Оператор аттракционов в ""Острове Мечты""",Нет опыта,Полная занятость,2025-10-20 T10:34:39,70000-None RUR,"Москва, Андропова проспект, 1",Открытая,Сменный график,2/2,11 часов
125482376,Оператор call-центра,Нет опыта,Полная занятость,2025-09-29 T12:59:21,46500-52000 RUR,"Челябинск, улица 40-летия Октября, 15",Открытая,Полный день,5/2,8 часов
126734325,Оператор call-центра в доставку 075 GROUP,Нет опыта,Полная занятость,2025-10-20 T14:38:58,49000-None RUR,"Красноярск, улица Диктатуры Пролетариата, 32",Открытая,Сменный график,3/3,12 часов
126846922,"Оператор доставки в ресторан ""Рози Джейн""",Нет опыта,Полная занятость,2025-10-23 T09:22:36,55000-63000 RUR,"Екатеринбург, проспект Ленина, 34",Открытая,Гибкий график,5/2,Другое
124846948,"Инженер-испытатель БВС ( оператор БАС, БПЛА)",От 1 года до 3 лет,Полная занятость,2025-10-03 T10:32:02,None-200000 RUR,Не указано,Анонимная,Полный день,5/2,8 часов
125863669,Делопроизволитель -оператор 1С,Нет опыта,Полная занятость,2025-09-28 T08:49:59,Не указано,"Жуковский, улица Мясищева, 1",Открытая,Полный день,5/2,9 часов
126830276,Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-22 T15:51:43,50000-60000 RUR,"Севастополь, Промышленная улица, 7А",Открытая,Полный день,5/2,8 часов
125432620,Оператор 3D принтера,Нет опыта,Полная занятость,2025-09-26 T14:31:58,42000-None RUR,"Ростов-на-Дону, Технологический переулок, 5В",Открытая,Полный день,5/2,8 часов
126566844,Оператор на чат МТС,Нет опыта,Полная занятость,2025-10-15 T14:02:58,51500-58000 RUR,Чапаевск,Открытая,Удаленная работа,2/2,12 часов
126675148,Кассир/оператор 1С (ул. Восстания),Нет опыта,Полная занятость,2025-10-17 T17:41:23,63000-69000 RUR,"Казань, улица Восстания, 126",Открытая,Полный день,5/2,8 часов
126912592,Оператор контакт-центра,Нет опыта,Полная занятость,2025-10-24 T13:20:15,70000-80000 RUR,"Москва, Нижняя Первомайская улица, 65",Открытая,Сменный график,2/2,12 часов
125831205,Менеджер-оператор,От 1 года до 3 лет,Полная занятость,2025-09-26 T10:35:27,50000-None RUR,"Томск, поселок Кузовлево, Кузовлевское тепличное хозяйство, 19",Открытая,Полный день,5/2,7 часов
126340506,Водитель оператор,Нет опыта,Полная занятость,2025-10-09 T08:37:32,60000-100000 RUR,Не указано,Открытая,Полный день,5/2,По договорённости
126536912,Оператор учета автотранспорта в п.Ерденево,Нет опыта,Полная занятость,2025-10-14 T19:20:09,56000-80000 RUR,садоводческое некоммерческое товарищество Дубрава,Открытая,Сменный график,1/3,24 часа
126624230,Оператор по изготовлению ассортиментных карточек (образцов ткани),Нет опыта,Полная занятость,2025-10-24 T14:28:46,Не указано,"Москва, 1-й Вешняковский проезд, 1с8",Открытая,Полный день,5/2,Другое
126706533,Оператор на телефон,От 1 года до 3 лет,Полная занятость,2025-10-20 T10:17:21,60000-70000 RUR,Не указано,Открытая,Удаленная работа,5/2,8 часов
126721528,Оператор по обслуживанию торговых аппаратов,Нет опыта,Полная занятость,2025-10-20 T11:41:05,270000-320000 KZT,Не указано,Открытая,Гибкий график,Свободный,По договорённости
126784376,Оператор call-центра,От 1 года до 3 лет,Полная занятость,2025-10-24 T14:55:40,120000-150000 RUR,"Москва, Краснопролетарская улица, 7",Открытая,Полный день,Другое,12 часов
126508385,Оператор-наладчик токарного станка с ЧПУ,От 3 до 6 лет,Полная занятость,2025-10-14 T11:11:57,173000-173000 RUR,"Санкт-Петербург, набережная Обводного канала, 223-225С",Открытая,Полный день,5/2,8 часов
126860325,Наладчик / оператор фрезерных станков с ЧПУ,От 1 года до 3 лет,Полная занятость,2025-10-23 T10:46:40,100000-None RUR,"Ярославль, проспект Октября, 78Ис2",Открытая,Полный день,5/2,8 часов
126902546,Оператор группы взаиморасчетов с клиентами,Нет опыта,Полная занятость,2025-10-24 T10:29:03,40000-40000 RUR,"Барнаул, Южный проезд, 10Б",Открытая,Удаленная работа,5/2,8 часов
126493429,Оператор call-центра,От 1 года до 3 лет,Полная занятость,2025-10-23 T06:26:26,2400-None RUR,Не указано,Открытая,Удаленная работа,2/2,12 часов
126645468,Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-23 T11:22:04,60000-60000 RUR,"Хабаровск, Производственная улица, 6",Открытая,Полный день,5/2,8 часов
126692495,Оператор-фактуровщик,Нет опыта,Полная занятость,2025-10-22 T07:35:08,50000-50000 RUR,"Хабаровск, Краснореченская улица, 213",Открытая,Полный день,Другое,12 часов
126887099,Помощник (ассистент) менеджера по продажам/Оператор 1С/Координатор отдела продаж,От 1 года до 3 лет,Полная занятость,2025-10-23 T17:12:28,85000-95000 RUR,"Москва, Олимпийский проспект, 22",Открытая,Полный день,5/2,8 часов
125605632,Оператор нефтебазы,Нет опыта,Полная занятость,2025-10-20 T11:15:28,51000-None RUR,"Орёл, Семинарская улица",Открытая,Полный день,Другое,11 часов
126118592,Оператор производственной линии,От 1 года до 3 лет,Полная занятость,2025-10-03 T15:19:06,100000-208000 RUR,"рабочий посёлок Обухово, улица Ленина, 87",Открытая,Гибкий график,6/1,11 часов
126163655,Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-24 T09:41:13,85000-112000 RUR,"Калининград, улица Генерал-Лейтенанта Захарова",Открытая,Полный день,5/2,8 часов
126558453,Диспетчер/Оператор call-центра (без продаж),От 3 до 6 лет,Полная занятость,2025-10-22 T15:48:03,None-80000 RUR,Не указано,Открытая,Удаленная работа,5/2,9 часов
126644834,Оператор разметки данных,Нет опыта,Частичная занятость,2025-10-17 T11:10:55,21000-None RUR,Не указано,Открытая,Удаленная работа,Другое,Другое
126921260,Ассистент/оператор отдела по работе с федеральными сетями,От 1 года до 3 лет,Полная занятость,2025-10-24 T16:13:00,Не указано,"Реутов, улица Победы, 1",Открытая,Полный день,5/2,8 часов
123931476,Оператор 1C,От 3 до 6 лет,Полная занятость,2025-10-21 T09:35:22,50000-None RUR,"Красноярск, Взлётная улица, 13",Открытая,Полный день,5/2,9 часов
124189463,Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-23 T17:19:14,67000-72000 RUR,Не указано,Открытая,Полный день,5/2,8 часов
125600781,Администратор/оператор по записи в ветеринарную клинику,От 1 года до 3 лет,Полная занятость,2025-10-23 T09:54:53,Не указано,"Санкт-Петербург, Кондратьевский проспект, 15А",Открытая,Сменный график,2/2,11 часов
126613286,Оператор call-центра (МФЦ),От 1 года до 3 лет,Полная занятость,2025-10-16 T14:06:34,None-74000 RUR,"Санкт-Петербург, Пискарёвский проспект, 35",Открытая,Полный день,5/2,8 часов
126670387,Оператор станков с ЧПУ,От 1 года до 3 лет,Полная занятость,2025-10-17 T15:57:05,100000-150000 RUR,"Подольск, Комсомольская улица, 1",Открытая,Сменный график,2/2,12 часов
126012161,Оператор ПК / Диспетчер,Нет опыта,Полная занятость,2025-10-01 T13:19:40,40000-None RUR,"Пермь, Стахановская улица, 54П",Открытая,Сменный график,2/2,11 часов
126135875,"Оператор Call-центра (входящие заявки, без продаж)",Более 6 лет,Частичная занятость,2025-10-22 T14:34:05,75000-132000 RUR,Не указано,Открытая,Удаленная работа,5/2,3 часа
126721498,Оператор производственной линии,Нет опыта,Полная занятость,2025-10-20 T11:40:34,80000-None RUR,"Рязань, Дружная, 18",Открытая,Сменный график,2/2,12 часов
126744810,Оператор производственной линии,Нет опыта,Полная занятость,2025-10-20 T17:09:26,65000-120000 RUR,"городской посёлок Кузьмоловский, Заводская улица, 3к189",Открытая,Сменный график,2/2,12 часов
125467891,Оператор станков с ЧПУ,От 1 года до 3 лет,Полная занятость,2025-10-08 T12:55:35,130000-None RUR,"Санкт-Петербург, Пироговская набережная, 15 лит.А",Открытая,Сменный график,3/3,12 часов
126166157,Чат-оператор call-центра,От 1 года до 3 лет,Полная занятость,2025-10-17 T17:31:06,41000-None RUR,Не указано,Открытая,Удаленная работа,Другое,12 часов
126603285,Оператор производственной молочной линии,От 1 года до 3 лет,Полная занятость,2025-10-16 T11:25:18,80000-None RUR,"посёлок Колосистый, улица Макаренко, 2",Открытая,Сменный график,2/2,12 часов
126885877,Оператор 1С (координатор отдела продаж),От 1 года до 3 лет,Полная занятость,2025-10-23 T16:49:55,Не указано,"Москва, улица Авиаконструктора Сухого, 2к1",Открытая,Полный день,5/2,8 часов
123698957,Диспетчер-оператор,Нет опыта,Полная занятость,2025-10-17 T14:19:40,50000-65000 RUR,"Екатеринбург, Карьерная улица, 2",Открытая,Гибкий график,3/3,12 часов
125757284,Оператор 1 С,От 1 года до 3 лет,Полная занятость,2025-10-22 T11:41:11,100000-160000 RUR,"деревня Лешково, 188",Открытая,Полный день,6/1,8 часов
125832643,Оператор,От 1 года до 3 лет,Полная занятость,2025-09-26 T10:56:34,65000-None RUR,"Ростов-на-Дону, улица Доватора, 150Г",Открытая,Полный день,5/2,8 часов
126627741,"Телефонный оператор ресторана ""Засека""",Нет опыта,Полная занятость,2025-10-16 T18:08:03,42000-None RUR,"Пенза, улица Совхоз-Техникум, 55",Открытая,Сменный график,2/2,12 часов
126804995,Оператор производственной линии,Нет опыта,Полная занятость,2025-10-22 T09:07:51,125000-None RUR,"г. Красногорск, Ильинский тупик,д6",Открытая,Полный день,5/2,8 часов
126886712,Оператор игровой зоны,Нет опыта,Полная занятость,2025-10-23 T17:04:38,36000-None RUR,"Кострома, Красносельское шоссе, 1",Открытая,Сменный график,2/2,12 часов
125208749,Оператор ПК,Нет опыта,Полная занятость,2025-10-16 T17:55:56,90000-None RUR,"деревня Шелепаново, 152/2",Открытая,Сменный график,1/3,Другое
126226358,Оператор склада,Нет опыта,Полная занятость,2025-10-07 T09:55:55,90000-None RUR,Пушкино,Открытая,Полный день,6/1,8 часов
126373821,Лидоруб (оператор колл-центра),Нет опыта,Полная занятость,2025-10-09 T17:56:01,40000-70000 RUR,Не указано,Открытая,Удаленная работа,5/2,2 часа
126701338,Оператор ПК в отдел продаж,От 1 года до 3 лет,Полная занятость,2025-10-20 T09:12:33,55000-None RUR,"Энгельс, Студенческая улица, 205к3",Открытая,Полный день,5/2,8 часов
126915506,Оператор отдела продаж,От 1 года до 3 лет,Полная занятость,2025-10-24 T14:18:02,50000-None RUR,"Чебоксары, улица Мате Залка, 21",Открытая,Полный день,5/2,8 часов
126341622,Оператор call-центра,От 3 до 6 лет,Полная занятость,2025-10-24 T08:59:10,60000-120000 RUR,Не указано,Открытая,Удаленная работа,6/1,Другое
126389923,Оператор-наладчик токарного станка с ЧПУ (стойка Siemens),От 3 до 6 лет,Полная занятость,2025-10-22 T09:39:41,218000-264000 RUR,"Санкт-Петербург, проспект Большевиков, 52к9",Открытая,Сменный график,3/3,12 часов
126527439,Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-14 T15:42:41,55000-None RUR,"Рязань, Весенняя улица, 1А",Открытая,Сменный график,3/3,12 часов
126599615,Оператор call-центра (только из Владивостока),От 1 года до 3 лет,Частичная занятость,2025-10-16 T10:27:04,30000-None RUR,Не указано,Открытая,Гибкий график,5/2,4 часа
126607711,Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-16 T12:34:15,60000-70000 RUR,"Тюмень, проезд Воронинские Горки, 176",Открытая,Сменный график,2/2,12 часов
126609140,Оператор по качеству,Нет опыта,Частичная занятость,2025-10-16 T12:56:50,20000-25000 RUR,Не указано,Открытая,Удаленная работа,Другое,4 часа
126627668,Оператор 1С/делопроизводитель,От 1 года до 3 лет,Полная занятость,2025-10-16 T18:03:24,Не указано,"Санкт-Петербург, улица Комсомола, 1",Открытая,Полный день,5/2,8 часов
126747301,Оператор по обработке заказов,От 1 года до 3 лет,Полная занятость,2025-10-23 T17:53:02,None-90000 RUR,"Москва, Библиотечный проезд, 1Ас2",Открытая,Полный день,5/2,8 часов
126764405,Оператор станков с ЧПУ,От 1 года до 3 лет,Полная занятость,2025-10-21 T10:17:55,85000-None RUR,"Нижний Тагил, улица Максима Горького, 1с36",Открытая,Сменный график,2/2,12 часов
126814379,Водитель-экспедитор категории В-Оператор по обслуживанию торговых автоматов,Нет опыта,Полная занятость,2025-10-22 T11:24:43,110000-150000 RUR,"Ростов-на-Дону, улица Доватора, 146/1",Открытая,Полный день,5/2,8 часов
125589105,Оператор ПК,От 1 года до 3 лет,Полная занятость,2025-10-06 T13:10:25,40000-65000 RUR,"Иваново, Минская улица, 126А",Открытая,Полный день,5/2,8 часов
126413088,Оператор станков с ЧПУ,Нет опыта,Полная занятость,2025-10-10 T15:44:48,75200-None RUR,"Тула, проспект Ленина, 161",Открытая,Полный день,5/2,8 часов
126496760,Оператор call-центра,От 1 года до 3 лет,Полная занятость,2025-10-23 T08:27:05,80000-100000 RUR,"Королёв, проезд Ярославский, 12А",Открытая,Полный день,5/2,8 часов
126532563,Оператор линии розлива и упаковки воды,Нет опыта,Полная занятость,2025-10-14 T17:10:48,55000-65000 RUR,"Петрозаводск, Муезерская улица, 15Ас6",Открытая,Полный день,5/2,8 часов
126546394,"Оператор 1С ( м. Стахановская, Окская)",Нет опыта,Полная занятость,2025-10-15 T09:11:58,50000-60000 RUR,"Москва, 1-й Вязовский проезд, 4с7",Открытая,Полный день,5/2,8 часов
126617257,Оператор базы данных/Оператор ПК,Нет опыта,Полная занятость,2025-10-22 T15:07:40,45000-None RUR,Не указано,Открытая,Полный день,5/2,8 часов
126786294,Оператор станка лазерной резки с ЧПУ,От 1 года до 3 лет,Полная занятость,2025-10-21 T15:24:33,95000-None RUR,"Санкт-Петербург, проспект Стачек, 47",Открытая,Полный день,5/2,8 часов
126794070,Специалист-оператор,Нет опыта,Полная занятость,2025-10-21 T17:42:47,60000-60000 RUR,"деревня Кузяево, 1",Открытая,Сменный график,2/2,11 часов
126794890,Оператор кофе автоматов (вендинг),Нет опыта,Частичная занятость,2025-10-24 T18:12:44,3800-None RUR,"Воронеж, улица Свердлова, 41Б",Открытая,Сменный график,3/3,5 часов
126815766,Оператор call-центра,От 1 года до 3 лет,Полная занятость,2025-10-22 T11:46:44,70000-None RUR,"Омск, Волочаевская улица, 15/1",Открытая,Сменный график,2/2,11 часов
126911664,Водитель-оператор,Нет опыта,Частичная занятость,2025-10-24 T13:02:19,23000-None RUR,"Тула, улица Фридриха Энгельса, 1",Открытая,Гибкий график,1/2,2 часа
125821033,Оператор производственной линии,Нет опыта,Полная занятость,2025-09-26 T07:08:04,70000-None RUR,"Омск, Долинная улица, 5",Открытая,Сменный график,2/2,12 часов
126167162,Оператор ПК / Оператор сканирования документов,Нет опыта,Полная занятость,2025-10-06 T10:16:04,40000-None RUR,"Уфа, территория Северный Промышленный Район",Открытая,Полный день,5/2,8 часов
126579130,Оператор УФ-принтера,Нет опыта,Полная занятость,2025-10-24 T17:21:35,70000-100000 RUR,"Пушкино, Октябрьская улица, 44",Открытая,Полный день,5/2,8 часов
126856441,Ученик оператора ЧПУ,Нет опыта,Полная занятость,2025-10-23 T10:23:24,45000-None RUR,"Омск, 21-я Амурская улица, 13Б",Открытая,Полный день,5/2,8 часов
126877726,Оператор call-центра (стоматология),От 1 года до 3 лет,Полная занятость,2025-10-23 T14:23:06,55000-None RUR,"Саратов, Московская улица, 91",Открытая,Сменный график,2/2,12 часов
126925526,Бухгалтер/Помощник бухгалтера/Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-24 T18:12:36,45000-56000 RUR,"Уфа, улица 8 Марта, 5",Открытая,Полный день,5/2,8 часов
125685586,Оператор производственной линии,Нет опыта,Полная занятость,2025-10-23 T08:25:54,75000-None RUR,"Ижевск, Воткинское шоссе, 298к2",Открытая,Сменный график,2/2,12 часов
126261929,Руководитель направления по взаимодействию с операторами,От 3 до 6 лет,Полная занятость,2025-10-07 T14:56:10,Не указано,"Москва, Одесская улица",Открытая,Полный день,5/2,8 часов
126352710,Оператор автомата продольного точения с ЧПУ,Нет опыта,Полная занятость,2025-10-09 T11:44:36,100000-150000 RUR,"Санкт-Петербург, улица Салова, 21",Открытая,Сменный график,3/3,12 часов
126487202,Оператор ПК 1с,Нет опыта,Проектная работа,2025-10-13 T18:24:01,40000-40000 RUR,"Краснодар, улица Красных Партизан, 2к1",Открытая,Полный день,5/2,8 часов
126736975,Оператор колл-центра (суббота и воскресенье),Нет опыта,Частичная занятость,2025-10-23 T15:10:54,2500-2500 RUR,"Санкт-Петербург, Партизанская улица, 15к1",Открытая,Полный день,По выходным,8 часов
126787227,Оператор Call-центра по продажам,От 1 года до 3 лет,Полная занятость,2025-10-24 T15:37:20,80000-None RUR,"Москва, улица Куусинена, 5",Открытая,Удаленная работа,3/3,12 часов
126806313,Оператор,Нет опыта,Частичная занятость,2025-10-22 T09:29:17,60000-120000 RUR,Не указано,Открытая,Удаленная работа,5/2,5 часов
126920875,Оператор 1C,От 1 года до 3 лет,Полная занятость,2025-10-24 T16:07:07,50000-None RUR,"Симферополь, улица Крылова",Открытая,Полный день,5/2,8 часов
124944492,Оператор в колл-центр / Начинающий специалист,Нет опыта,Полная занятость,2025-10-24 T18:05:41,60000-150000 RUR,Не указано,Открытая,Удаленная работа,5/2,8 часов
126348369,Оператор call-центра в стоматологию,От 1 года до 3 лет,Полная занятость,2025-10-24 T09:22:25,300000-600000 KZT,"Астана, проспект Мангилик Ел",Открытая,Сменный график,2/2,12 часов
126501108,Оператор call-центра,От 1 года до 3 лет,Полная занятость,2025-10-14 T09:35:30,80000-None RUR,"Краснодар, Красная улица, 184/1",Открытая,Полный день,Другое,Другое
126521947,Оператор термопластавтоматов,Нет опыта,Полная занятость,2025-10-14 T14:18:16,100000-None RUR,"Уфа, улица Дмитрия Донского, 5/2",Открытая,Сменный график,4/4,12 часов
126610795,Оператор погрузчика,Нет опыта,Полная занятость,2025-10-16 T13:23:34,90000-None RUR,"Ростов-на-Дону, Днепропетровская улица, 58",Открытая,Сменный график,2/2,12 часов
126704506,Оператор на запись пациентов (без продаж),Нет опыта,Полная занятость,2025-10-20 T09:50:43,50000-None RUR,"Москва, Марксистская улица, 34к10",Открытая,Гибкий график,5/2,9 часов
126726837,Оператор call-центра,От 1 года до 3 лет,Полная занятость,2025-10-20 T12:51:30,200000-None KZT,"Петропавловск, улица Нурсултана Назарбаева, 124",Открытая,Сменный график,2/2,12 часов
126778981,Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-21 T13:37:46,55000-60000 RUR,Не указано,Открытая,Полный день,5/2,8 часов
126824083,Оператор лазерной резки,От 1 года до 3 лет,Полная занятость,2025-10-22 T14:05:12,85000-None RUR,"Воронеж, Солнечная улица, 33",Открытая,Полный день,5/2,8 часов
126386927,Оператор 1С,От 1 года до 3 лет,Полная занятость,2025-10-25 T09:49:10,50000-60000 RUR,"Ростов-на-Дону, улица Доватора, 142А",Открытая,Полный день,6/1,8 часов
126590542,Оператор NPS,Нет опыта,Полная занятость,2025-10-16 T07:43:48,Не указано,Не указано,Открытая,Полный день,5/2,8 часов
126754976,Бухгалтер-оператор,От 1 года до 3 лет,Полная занятость,2025-10-24 T07:04:23,55000-None RUR,"Иркутск, улица Декабрьских Событий, 60Е",Открытая,Полный день,5/2,8 часов
126767395,Оператор 1С/Бухгалтер-кассир,От 1 года до 3 лет,Полная занятость,2025-10-24 T10:56:21,55000-None RUR,"Иркутск, улица Ширямова, 36",Открытая,Полный день,5/2,8 часов
126788248,Оператор автоматической АЗС,Нет опыта,Полная занятость,2025-10-21 T15:55:18,8200-None RUR,Электроугли,Открытая,Сменный график,1/3,24 часа
126918896,Оператор мини бетононасоса с обучением,Нет опыта,Полная занятость,2025-10-24 T15:24:07,2500-3400 BYR,"Минск, улица Янки Мавра, 49А",Открытая,Полный день,5/2,8 часов
124825581,Оператор 1C,От 1 года до 3 лет,Полная занятость,2025-10-08 T11:07:27,75000-None RUR,"Санкт-Петербург, Коломяжский проспект, 10",Открытая,Полный день,5/2,8 часов
126021362,Оператор производственной линии,Нет опыта,Полная занятость,2025-10-01 T15:23:04,100000-None RUR,"Мытищи, улица Колпакова, 77",Открытая,Сменный график,2/2,12 часов
126343803,Оператор call-центра,Нет опыта,Полная занятость,2025-10-09 T09:30:59,200000-400000 KZT,"Астана, проспект Кабанбай Батыра, 6/1",Открытая,Гибкий график,6/1,12 часов
